"File","Type","FrameworkPass","LinksPass","ImagesPass","SeoPass","Header","Footer","Routes","Navigation","Includes","TitleCount","H1Count","MetaDescription","Canonical","BrokenLinkCount","BrokenLinks","MissingImageCount","MissingImages","OverallPass"
"about\portfolio.html","Core","True","True","False","True","True","True","True","True","True","1","1","True","False","0","","176","../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png | ../../../assets/images/industry-mockups/parking-mobility.png","False"
"industries\hardware-stores\index.html","Industry","True","True","False","True","True","True","True","True","True","1","1","True","False","0","","1","/webact-redesign/assets/industry-hardware-stores.png","False"
